x,y,time,TAG,res_time
650322.045139436,5902699.98744404,2020-08-21T18:38:30Z,31001001060,8.51957697470983
650296.922022883,5902695.73121766,2020-08-21T18:39:00Z,31001001060,29.9504806558291
650295.321416951,5902713.40745316,2020-08-21T18:39:30Z,31001001060,29.1767480810483
650276.358017054,5902732.82208567,2020-08-21T18:40:00Z,31001001060,38.6044367949168
650252.244052248,5902717.04452887,2020-08-21T18:40:30Z,31001001060,59.117741549015
650225.923043658,5902704.54237865,2020-08-21T18:41:00Z,31001001060,80.5685084104538
650096.882170933,5902640.09030292,2020-08-21T20:33:30Z,31001001060,6799.80684295495
650096.882170933,5902640.09030292,2020-08-21T20:34:00Z,31001001060,6799.80684295495
650102.649521587,5902640.03198959,2020-08-21T20:34:30Z,31001001060,6814.87116410732
650103.243123022,5902640.96665923,2020-08-21T20:35:00Z,31001001060,6814.28103187879
650103.587369024,5902639.65700901,2020-08-21T20:35:30Z,31001001060,6818.05149695476
650103.736756493,5902632.38487252,2020-08-21T20:36:00Z,31001001060,6833.70481292407
650089.558739285,5902637.98221221,2020-08-21T20:36:30Z,31001001060,6784.02624670267
650089.572096681,5902637.94660475,2020-08-21T20:37:00Z,31001001060,6784.13507517179
650089.58602183,5902637.90751556,2020-08-21T20:37:30Z,31001001060,6784.25242498318
650089.090863624,5902639.11090846,2020-08-21T20:38:00Z,31001001060,6780.44102090995
650101.53390859,5902640.63890987,2020-08-21T20:38:30Z,31001001060,6810.71493902604
650099.689001285,5902630.29693695,2020-08-21T20:39:00Z,31001001060,6827.12279463609
650103.483821433,5902642.52703057,2020-08-21T20:39:30Z,31001001060,6811.41620635192
650103.611430923,5902641.7177995,2020-08-21T20:40:00Z,31001001060,6813.51427053611
650101.938630315,5902640.71832589,2020-08-21T20:40:30Z,31001001060,6811.56294341882
650103.876074688,5902640.59516669,2020-08-21T20:41:00Z,31001001060,6816.68451215426
650104.30400353,5902641.6125825,2020-08-21T20:41:30Z,31001001060,6815.45231999556
650104.3086504,5902643.02395496,2020-08-21T20:42:00Z,31001001060,6812.33307127158
