time_agg,TAG,NBS,SD,x,y,Long,Lat,time,speed_in,angle,VARX,VARY,count,speed_smooth
1598031420,31001001060,4.73333333333333,2.45642211551659,651856.599379089,5902376.132256,5.27607073265158,53.2488985489445,1598031434.5,0.00943499537702625,162.66631489539,0.0656512666666667,0.0719786333333333,30,0.0116971880820659
1598031450,31001001060,4.83333333333333,2.53667743950676,651856.87658184,5902376.31943045,5.27606941114716,53.2488975401762,1598031464.5,0.0111492720435978,123.034015397916,0.0703741333333333,0.0747156777777778,30,0.0116971880820659
1598031480,31001001060,5.8,2.35541824859073,651856.599745785,5902376.10378355,5.27606954947804,53.2488975334646,1598031494.5,0.0116971880820659,157.755936301298,0.0612120555555556,0.0660624,30,0.0116971880820659
1598031510,31001001060,5.73333333333333,2.47286977355116,651856.099598669,5902376.30770415,5.27606423699278,53.2488995731332,1598031524.5,0.0180040349440812,143.508816571433,0.0696757222222222,0.0706040555555556,30,0.0147263111004202
1598031540,31001001060,5.63333333333333,2.42637809825332,651857.219421451,5902376.76813021,5.27607508245052,53.2489008405838,1598031554.5,0.0403594299110109,131.649378015657,0.0639007666666667,0.0695731222222222,30,0.0147263111004202
1598031570,31001001060,5.7,2.45508181155555,651856.888516911,5902376.47541875,5.27607056483455,53.2488989511004,1598031584.5,0.0147263111004202,99.5622912502799,0.0660793333333333,0.0697926888888889,30,0.0180040349440812
1598031600,31001001060,5.7,2.44048836643711,651856.928606898,5902376.37464,5.27607241480128,53.2488972546176,1598031614.5,0.00361533194580149,164.828748309997,0.0662228111111111,0.0676435888888889,30,0.0403594299110109
1598031630,31001001060,5.26666666666667,2.56755182628717,651855.486865069,5902376.97301932,5.27605195882986,53.2489048436347,1598031644.5,0.0520328667659641,75.7858770823778,0.071953,0.0754227,30,0.0520328667659641
1598031660,31001001060,4.86666666666667,2.58446919386036,651832.306439588,5902392.7240105,5.27571239207807,53.2490528827331,1598031674.5,0.934181667307664,93.5091368759755,0.0700253666666667,0.0837305222222222,30,0.934181667307664
1598031690,31001001060,5.26666666666667,2.59790811525438,651798.737127704,5902413.0262277,5.27521928786887,53.2492446713859,1598031704.5,1.30770312794535,81.2361522204229,0.0747172222222222,0.0768006666666667,30,1.2612869004626
1598031720,31001001060,5.26666666666667,2.59051638836009,651762.455049888,5902424.84469356,5.27468145761547,53.2493620715503,1598031734.5,1.27194745952037,86.1107423871267,0.0693757888888889,0.0810443666666667,30,1.27194745952037
1598031750,31001001060,4.7,2.7756900642799,651726.616572648,5902436.98403991,5.27415078533116,53.2494795519234,1598031764.5,1.2612869004626,85.9507254287209,0.0759745555555556,0.0971413,30,1.27904238742872
1598031780,31001001060,4.83333333333333,2.72057066952323,651690.24188903,5902449.20029456,5.27361174252024,53.2496009280661,1598031794.5,1.27904238742872,111.497740746067,0.0685886444444444,0.0964017333333333,30,1.27904238742872
1598031810,31001001060,5.36666666666667,2.64423147764067,651652.068518196,5902460.50054124,5.27304556811686,53.2497143453396,1598031824.5,1.32702751202572,82.4657054917927,0.0730164333333333,0.0881692222222222,30,1.28666923018272
1598031840,31001001060,5.43333333333333,2.67297665401826,651611.709376954,5902464.31680837,5.27244289681783,53.2497591127695,1598031854.5,1.35130561416506,66.3501306266149,0.0766142444444445,0.0878124111111111,30,1.28666923018272
1598031870,31001001060,4.9,3.04043385982181,651573.385135376,5902459.71046009,5.27186672578592,53.249727791599,1598031884.5,1.28666923018272,109.304747772727,0.0830209222222222,0.136629477777778,30,1.28666923018272
1598031900,31001001060,4.37931034482759,3.53432183145554,651536.570520933,5902458.98987422,5.27131291639795,53.2497305031306,1598031915,1.20726773481698,95.2368295599072,0.116021058263971,0.198702390011891,29,1.26156961650535
